child babbling	occurs in	public square
sound of things	has subtype	equipment
drum	occurs in	drum show
truck	occurs in	road
beat	can be heard in	dance party
fox barking	is sound of	fox
engine idling	occurs in	residential area
fire truck siren ringing	caused by	fire
motorcycle engine idling	belongs to class	engine
snicker	has parent	laughing
source-ambiguous sounds	has children	surface contact
train	caused by	track condition
bowling balls	transcribed as	rolling
medium engine (mid frequency)	has parent	engine
cornet	described by	a brass musical instrument with a conical bore and a cup-shaped mouthpiece
vibraphone	emitted by	musician
snowmobile	localized in	snowy park
cricket	produced during	playing
tambourine	belongs to class	percussion
toilet flush	produced during	using the toilet
cello	belongs to class	music
train whistle	precedes	train arrival
beat	has pitch	medium
gong	part of scene	church bell
drawer open or close	belongs to class	kitchen sounds
drum	scene contains	music performance
domestic sounds	has children	duct tape
train wheels squealing	precedes	train moving
applause	associated with event	performance
squeal	can be heard in	playground
explosion	is instance of	firework
banjo	scene contains	instrument made with natural materials
human non-speech sounds	has subtype	female screaming
grinding	localized in	factory
motorboat speedboat	belongs to class	things
water natural	has subtype	waterfall
gong	part of scene	historical artifact
trombone	performed by	orchestra
male speaking	has parent	speech
whip	belongs to class	generic impact sounds
ship	described by	a large watercraft used for transportation
door slam	emitted by	object
vehicle compressor	has parent	large vehicle
noise	part of scene	bustling city
finger snapping	generated by	fingernails
bluegrass music	has sibling	country music
firing cannon	belongs to class	explosion
insect buzz	has children	fly housefly
hammering	part of scene	woodworking
saxophone	part of scene	music video post production
water vehicle	localized in	river
alto saxophone	belongs to class	musical instrument
didgeridoo	used for	self-expression
trombone	part of scene	music recording
road vehicle	is instance of	car
jackhammer	occurs in	construction zone corner
bowling balls	event composed of	lane rolling
sound of things	has subtype	large vehicle
glockenspiel	belongs to class	music
creak	entails event	a sound that indicates something is about to break or move
outdoor urban or manmade	has subtype	traffic noise
source-ambiguous sounds	has children	silence
music of bollywood	has parent	asia music
train	has children	train horn
can opening	has parent	domestic sounds
snicker	occurs in	kitchen
aircraft	has subtype	jet engine
human non-speech sounds	has subtype	yelling
rapping	belongs to class	human sounds
siren ringing	has children	vehicle siren ringing
hi-hat	occurs in	music studio
electronic tuner	event composed of	pitch adjustment
screech	triggers	emergency response
bang	has parent	generic impact sounds
co detector	belongs to class	things
firing muskets	belongs to class	gunshot
motorcycle wheel rolling	has sibling	wheel rolling
natural sounds	temporal component of	ambiance
vehicle	has subtype	car engine accelerating
chime	co-occurs with	door opening
gunshot	is instance of	firearm
engine idling	belongs to class	engine
banjo	has subtype	stringed instrument
gospel music	scene contains	religious ceremony
object rustling	belongs to class	non-machinery impact
clavinet	is a type of	musical instrument
gasp	has parent	breathing
hose pump	has subtype	pump (liquid)
window opens or closes	belongs to class	things
sound of things	has subtype	lighter
tick-tock	entails event	timekeeping
oboe	localized in	orchestra rehearsal
farm animal	has parent	animal
filing (rasp)	occurs in	construction site
eruption	triggers	earthquake
human non-speech sounds	generated by	human vocal organs
clunk	generated by	footsteps
saxophone	has children	alto saxophone
electronic organ	belongs to class	electric organ
ambulance siren ringing	occurs in	street
tambourine	can be heard in	music festival
funk music	generated by	instruments
bicycle	belongs to class	things
typewriter	precedes	typing manuscript
eruption	caused by	earthquake
toilet flush	belongs to class	things
cat hissing	caused by	cat vocalization
talking	belongs to class	human sounds
insect chirping	is sound of	crickets
saxophone	described by	a type of woodwind instrument with a cylindrical body and a single reed
fusillade	belongs to class	non-machinery impact
mynah bird	has parent	bird vocalization call or song
human non-speech sounds	has subtype	nose blowing
drum kit	event composed of	drum cymbals
chopping food	belongs to class	kitchen sounds
music	has subtype	bassoon
ratchet or pawl	has sibling	mechanisms
steelpan	described by	a musical instrument made of steel
digestive	occurs in	intestines
clapping	produced during	celebration
chicken crowing	caused by	rooster
sitar	occurs in	music classroom
baby babbling	occurs in	supermarket
jackhammer	belongs to class	machinery impact
tap dancing	belongs to class	footsteps
hi-hat	is a type of	percussion instrument
motorcycle brake	occurs in	busy street
buzzer ringing	generated by	security system
animal	has subtype	gull seagull
harp	responds to	musical instrument
mellotron	is a type of	electronic instrument
didgeridoo	produced during	spiritual practice
tabla	can be heard in	live music venue
zither	is a type of	stringed instrument
wildfire	belongs to class	fire
cricket	occurs in	park
screech	belongs to class	brief tone
metronome	invites action	mark time
source-ambiguous sounds	has subtype	screech
snare drum	belongs to class	drum
christmas music	performed by	choir
kitchen sounds	has parent	domestic sounds
fire truck siren ringing	belongs to class	road vehicle
harmonica	event composed of	musical instrument
musical instrument	has subtype	hi-hat
drum roll	belongs to class	musical instrument
screaming	described by	distress
machine gun	has parent	gunshot
ringtone	produces	melody
singing bowl	belongs to class	music
speech babbling	occurs in	bar nightclub
typewriter	caused by	human action
pizzicato	event composed of	string instrument
thunderstorm	temporal component of	thunderbolt
dog	responds to	growling
scissors	belongs to class	domestic sounds
environmental noise	belongs to class	noise
turkey gobble	belongs to class	turkey
lock	has parent	things
environmental noise	occurs in	public square
goose honking	emitted by	bird
biting	belongs to class	human non-speech sounds
alto saxophone	belongs to class	music
eating noodles	indicates	consuming a meal
human non-speech sounds	has subtype	shouting
marching	generated by	military band
dog	temporal component of	playing
music	has subtype	pizzicato
crack	warns about	safety hazard
channel environment and background	has subtype	speech babbling
sound reproduction	perceived as	ambient
helicopter	emitted by	military
giggling	indicates	laughter
jingle bell	has sibling	bell ringing
human non-speech sounds	has children	drinking or sipping
music	is sound of	orchestra
cricket	used for	sport
writing	has parent	domestic sounds
musical instrument	has subtype	mandolin
breaking	occurs in	shipbuilding yard
vehicle engine	has subtype	propeller airscrew
wheel rolling	belongs to class	vehicle passing by
wild animal	has subtype	cricket
musical instrument	has subtype	hammond organ
motorcycle	belongs to class	vehicle
baltimore oriole calling	belongs to class	bird vocalization call or song
wood	occurs in	construction site
firecracker	belongs to class	things
wild animal	has children	ferret dooking
non-machinery impact	has subtype	striking pool
dub music	event composed of	rhythm section
sound of things	has subtype	sweeping
human activities	has subtype	playing darts
ukulele	responds to	accompanying song
singing	belongs to class	human voice
car door opens or closes	emitted by	driver
percussion	has subtype	rattle (instrument)
cello	produced during	playing
cleaning truck	occurs in	residential area
police car siren ringing	occurs in	city center
tabla	associated with environment	indian classical music festival stage
walking	responds to	footsteps on gravel
beat	part of scene	music concert
drum	associated with environment	music venue
uk garage	event composed of	electronic drums
hen	belongs to class	farm animal
children singing	produced during	children celebrating
sound effect	belongs to class	other sourceless
truck brake	occurs in	busy street
crowd	part of scene	sports event
sanding	described by	a process of removing layers of wood or other material from a surface using an abrasive tool
conversation	temporal component of	phone call
chime	produced during	announcement
motorcycle engine accelerating	belongs to class	medium engine (mid frequency)
steel guitar or slide guitar	belongs to class	musical instrument
rub	is a type of	hand percussion instrument
electric train	precedes	train stopping
percussion	event composed of	triangle
onomatopoeia	has subtype	sizzle
guiro	occurs in	fiesta
bicycle bell	belongs to class	bell
sound of things	has subtype	powered saw
